doi,journal,reason
10.1007/s11113-018-9499-8,Bowling Green State University Center for Family and Demographic Research Working Paper Series,idconv HTTP 400
10.1016/j.ssresearch.2017.06.001,Social Science Research,idconv HTTP 400
10.1086/338954,American Journal of Sociology,idconv HTTP 400
10.1016/j.annepidem.2017.09.009,Annals of Epidemiology,idconv HTTP 400
10.1093/sf/sox046,Social Forces,idconv HTTP 400
10.1037/pspp0000137,Journal of Personality and Social Psychology,idconv HTTP 400
10.1177/2156869317707002,Society and Mental Health,idconv HTTP 400
"10.1007/s10964-017-0674-8
10.1007/s10964-017-0674-8.",Journal of Youth and Adolescence,idconv HTTP 400
10.1111/head.12994,Headache: The Journal of Head and Face Pain,idconv HTTP 400
10.1016/j.jadohealth.2008.01.009,Journal of Adolescent Health,idconv HTTP 400
10.1016/j.ssresearch.2016.11.001,Social Science Research,idconv HTTP 400
10.1017/s0954579416000031,Development and psychopathology,idconv HTTP 400
10.1111/jomf.12429,Journal of Marriage and Family,idconv HTTP 400
10.1093/sf/sox053,Social Forces,idconv HTTP 400
10.1177/1066480717710644,The Family Journal,idconv HTTP 400
"10.1073/pnas.1605599114
10.1073/pnas.1605599114. Epub 2017 Jan 23.",Proceedings of the National Academy of Sciences,idconv HTTP 400
10.1016/j.pmedr.2017.11.004,Preventive Medicine Reports,idconv HTTP 400
10.1016/j.jcrimjus.2016.10.001,Journal of Criminal Justice,idconv HTTP 400
10.1016/j.jadohealth.2017.02.011,Journal of Adolescent Health,idconv HTTP 400
10.1093/sf/sow097,Social Forces,idconv HTTP 400
10.1007/s10964-017-0695-3,Journal of Youth and Adolescence,idconv HTTP 400
10.1177/1541204016639354,Youth Violence and Juvenile Justice,idconv HTTP 400
10.1016/j.soscij.2017.03.005,The Social Science Journal,idconv HTTP 400
"10.1080/13676261.2017.1324135
10.1080/13676261.2017.1324135. Epub 2017 May 3.",Journal of Youth Studies,idconv HTTP 400
10.1177/002204260803800304,Journal of Drug Issues,idconv HTTP 400
10.1080/10926771.2016.1250852,Journal of Aggression Maltreatment & Trauma,idconv HTTP 400
10.1080/01639625.2016.1196951,Deviant Behavior,idconv HTTP 400
"10.1007/s11121-017-0773-5
10.1007/s11121-017-0773-5.",Prevention Science,idconv HTTP 400
10.1056/NEJMoa1703860,New England Journal of Medicine,idconv HTTP 400
10.1007/s10903-016-0495-y,Journal of Immigrant and Minority Health,idconv HTTP 400
10.1080/15564886.2016.1155190,Victims & Offenders,idconv HTTP 400
10.1177/0734016816689375,Criminal Justice Review,idconv HTTP 400
10.18357/ijcyfs83/4201718073,"International Journal of Child, Youth, & Family Studies",idconv HTTP 400
10.1007/s10964-017-0639-y,Journal of Youth and Adolescence,idconv HTTP 400
10.1016/j.ahj.2016.12.013,American Heart Journal,idconv HTTP 400
10.1016/j.jadohealth.2017.06.008,Journal of Adolescent Health,idconv HTTP 400
10.1016/j.paid.2016.11.003,Personality and Individual Differences,idconv HTTP 400
10.1016/j.jebo.2017.08.001,Journal of Economic Behavior & Organization,idconv HTTP 400
10.1177/0022042617722563,Journal of Drug Issues,idconv HTTP 400
"10.1080/19485565.2017.1279536
10.1080/19485565.2017.1279536.",Biodemography and Social Biology,idconv HTTP 400
10.1007/s12187-017-9448-9,Child Indicators Research,idconv HTTP 400
10.1007/s00607-016-0524-7,Computing,idconv HTTP 400
10.1016/j.jand.2016.11.013,Journal of the Academy of Nutrition and Dietetics,idconv HTTP 400
10.1080/01639625.2016.1189758,Deviant Behavior,idconv HTTP 400
10.1016/j.adolescence.2018.09.004,Journal of Adolescence,idconv HTTP 400
"10.1093/aje/kwy123
10.1093/aje/kwy123.",American Journal of Epidemiology,idconv HTTP 400
10.1016/j.addbeh.2017.08.033,Addictive Behaviors,idconv HTTP 400
10.1016/j.healthplace.2018.02.007,Health and Place,idconv HTTP 400
10.1542/peds.2007-0508,Pediatrics,idconv HTTP 400
"10.1016/j.chiabu.2018.02.028
10.1016/j.chiabu.2018.02.028.",Child Abuse and Neglect,idconv HTTP 400
10.1073/pnas.1801238115,Proceedings of the National Academy of Sciences,idconv HTTP 400
10.1177/1541204016684176,Youth Violence and Juvenile Justice,idconv HTTP 400
10.1177/0306624X18787304,International Journal of Offender Therapy and Comparative Criminology,idconv HTTP 400
10.1016/j.intell.2017.10.003,Intelligence,idconv HTTP 400
10.1177/0022042618774838,Journal of Drug Issues,idconv HTTP 400
10.1111/j.1741-3737.2008.00540.x,Journal of Marriage and Family,idconv HTTP 400
10.1080/02723638.2018.1506614,Urban Geography,idconv HTTP 400
10.1016/j.jdiacomp.2018.09.014,Journal of Diabetes and its Complications,idconv HTTP 400
10.1089/jwh.2017.6845,Journal of Women's Health,idconv HTTP 400
10.1017/S1537592717002195,Perspectives on Politics,idconv HTTP 400
10.1111/ssqu.12493,Social Science Quarterly,idconv HTTP 400
10.1093/eurpub/cky213.578,European Journal of Public Health,idconv HTTP 400
10.1111/fare.12342,Family Relations,idconv HTTP 400
10.1016/j.jcrimjus.2017.08.011,Journal of Criminal Justice,idconv HTTP 400
10.18848/2156-8960/CGP/v08i04/29-41,"International Journal of Health, Wellness & Society",idconv HTTP 400
10.1145/3127876,ACM Transactions on Knowledge Discovery from Data,idconv HTTP 400
10.1111/jomf.12464,Journal of Marriage and Family,idconv HTTP 400
10.1016/S0378-8733(01)00042-9,Social Networks,idconv HTTP 400
10.3200/GNTP.169.3.227-244,Journal of Genetic Psychology,idconv HTTP 400
10.1136/jech-2017-209860,Journal of Epidemiology and Community Health,idconv HTTP 400
10.1016/j.jrp.2017.11.002,Journal of Research in Personality,idconv HTTP 400
10.1177/0093854818760966,Criminal Justice and Behavior,idconv HTTP 400
10.1017/S0033291718002325,Psychological Medicine,idconv HTTP 400
"10.1111/dmcn.13705
10.1111/dmcn.13705.",Developmental Medicine and Child Neurology,idconv HTTP 400
10.1177/0022042617746974,Journal of Drug Issues,idconv HTTP 400
10.1177/2153368718772330,Race and Justice,idconv HTTP 400
10.1177/000312240807300603,American Sociological Review,idconv HTTP 400
10.1080/0735648X.2018.1510337,Journal of Crime and Justice,idconv HTTP 400
10.48550/arXiv.1808.03934,arXiv.org,idconv HTTP 400
10.1080/00224499.2018.1509291,The Journal of Sex Research,idconv HTTP 400
10.1038/s41366-018-0236-5,International Journal of Obesity,idconv HTTP 400
"10.1073/pnas.1711803115
10.1073/pnas.1711803115.",Proceedings of the National Academy of Sciences,idconv HTTP 400
10.7758/rsf.2018.4.4.08,RSF: The Russell Sage Foundation Journal of the Social Sciences,idconv HTTP 400
10.1016/j.healthplace.2018.07.002,Health & Place,idconv HTTP 400
"10.1007/s40615-018-0479-9
10.1007/s40615-018-0479-9.",Journal of Racial and Ethnic Health Disparities,idconv HTTP 400
10.1177/0886260518805763,Journal of Interpersonal Violence,idconv HTTP 400
10.3368/jhr.53.2.0716-8080R,Journal of Human Resources,idconv HTTP 400
10.1103/PhysRevE.100.022301,arXiv preprint arXiv:1810.10433,idconv HTTP 400
10.17605/OSF.IO/5TQE4,SocArXiv,idconv HTTP 400
10.31235/osf.io/dnx6q,SocArXiv,idconv HTTP 400
"10.1080/15299732.2018.1451974
10.1080/15299732.2018.1451974.",Journal of Trauma and Dissociation,idconv HTTP 400
10.48550/arXiv.1804.04583,arXiv.org,idconv HTTP 400
10.1016/j.ypmed.2018.08.037,Preventive Medicine,idconv HTTP 400
10.1080/01639625.2018.1512259,Deviant Behavior,idconv HTTP 400
10.1016/j.addbeh.2017.10.005,Addictive Behaviors,idconv HTTP 400
10.1111/jomf.12490,Journal of Marriage and Family,idconv HTTP 400
10.48550/arXiv.1807.11038,arXiv.org,idconv HTTP 400
10.1177/1557988318765890,American Journal of Men's Health,idconv HTTP 400
10.1007/s13524-018-0696-1,Demography,idconv HTTP 400
"10.1073/pnas.1714616114
10.1073/pnas.1714616114. Epub 2017 Dec 18.",Proceedings of the National Academy of Sciences,idconv HTTP 400
"10.1017/s0033291717001684
10.1017/S0033291717001684.",Psychological Medicine,idconv HTTP 400
10.1177/0272431615596427,Journal of Early Adolescence,idconv HTTP 400
10.1111/camh.12281,Child and Adolescent Mental Health,idconv HTTP 400
10.1007/s10995-017-2351-7,Maternal and Child Health Journal,idconv HTTP 400
10.1002/ajcp.12265,American Journal of Community Psychology,idconv HTTP 400
"10.1037/pas0000553
10.1037/pas0000553.",Psychological Assessment,idconv HTTP 400
10.1016/j.alcr.2018.01.004,Advances in Life Course Research,idconv HTTP 400
10.1123/kr.2018-0015,Kinesiology Review,idconv HTTP 400
10.3389/fpsyt.2018.00581,Frontiers in Psychiatry,idconv HTTP 400
10.1177/0044118x18767035,Youth and Society,idconv HTTP 400
10.1177/0002764218787020,American Behavioral Scientist,idconv HTTP 400
10.1016/j.ssresearch.2017.10.009,Social Science Research,idconv HTTP 400
10.1111/jofi.12530,Sociological Science,idconv HTTP 400
10.1037/adb0000412,Psychology of Addictive Behaviors,idconv HTTP 400
10.3982/QE615,Quantitative Economics,idconv HTTP 400
10.7758/rsf.2018.4.4.06,RSF: The Russell Sage Foundation Journal of the Social Sciences,idconv HTTP 400
10.1161/CIRCOUTCOMES.117.004171,Circulation: Cardiovascular Quality and Outcomes,idconv HTTP 400
10.1016/j.ssresearch.2007.11.003,Social Science Research,idconv HTTP 400
"10.1111/famp.12348
10.1111/famp.12348.",Family Process,idconv HTTP 400
10.1080/10502556.2018.1488111,Journal of Divorce and Remarriage,idconv HTTP 400
10.1007/s10508-018-1176-9,Archives of Sexual Behavior,idconv HTTP 400
10.1080/00224499.2016.1247149,Journal of Sex Research,idconv HTTP 400
"10.1093/humrep/dey046
10.1093/humrep/dey046.",Human Reproduction,idconv HTTP 400
10.1007/s10869-017-9489-6,Journal of Business and Psychology,idconv HTTP 400
10.1016/j.socscimed.2018.04.049,Social Science and Medicine,idconv HTTP 400
10.1002/jcop.20253,Journal of Community Psychology,idconv HTTP 400
"10.1111/head.13206
10.1111/head.13206.",Headache,idconv HTTP 400
10.1016/j.childyouth.2018.06.002,Children and Youth Services Review,idconv HTTP 400
10.1016/j.drugalcdep.2017.10.033,Drug and Alcohol Dependence,idconv HTTP 400
10.1177/0192513x17739048,Journal of Family Issues,idconv HTTP 400
10.31234/osf.io/qty3n,PsyArXiv Preprints,idconv HTTP 400
10.1007/s10964-007-9234-y,Journal of Youth and Adolescence,idconv HTTP 400
10.1007/s12529-018-9742-z,International Journal of Behavioral Medicine,idconv HTTP 400
"10.1089/bfm.2017.0105
10.1089/bfm.2017.0105.",Breastfeeding Medicine,idconv HTTP 400
10.1177/1742395317694701,Chronic Illness,idconv HTTP 400
"10.1089/lgbt.2017.0228
10.1089/lgbt.2017.0228. Epub 2018 May 9.",LGBT Health,idconv HTTP 400
10.1093/abm/kax066,Annals of Behavioral Medicine,idconv HTTP 400
10.1016/j.ssmph.2018.07.006,SSM - Population Health,idconv HTTP 400
10.1016/j.jshs.2016.12.004,Journal of Sport and Health Science,idconv HTTP 400
10.1038/s41588-018-0147-3,Nature Genetics,idconv HTTP 400
10.1016/j.ssresearch.2017.12.001,Social Science Research,idconv HTTP 400
10.1177/0192513x18756929,Journal of Family Issues,idconv HTTP 400
10.2147/HIV.S144594,HIV/AIDS - Research and Palliative Care,idconv HTTP 400
10.1016/j.abrep.2018.04.003,Addictive Behaviors Reports,idconv HTTP 400
10.1080/08824096.2017.1361394,Communication Research Reports,idconv HTTP 400
10.1177/0049124118799387,Sociological Methods & Research,idconv HTTP 400
10.1016/j.ssmph.2018.03.003,SSM - Population Health,idconv HTTP 400
10.1093/restud/rdx047,Review of Economic Studies,idconv HTTP 400
10.1093/sleep/zsy018,Sleep,idconv HTTP 400
10.1016/j.healthplace.2018.05.009,Health and Place,idconv HTTP 400
10.1007/s10618-018-0566-x,Data Mining and Knowledge Discovery,idconv HTTP 400
10.1007/s10560-008-0118-0,Child and Adolescent Social Work Journal,idconv HTTP 400
10.1017/S0954579418001335,Development and Psychopathology,idconv HTTP 400
10.1007/s11606-018-4465-z,Journal of General Internal Medicine,idconv HTTP 400
10.1002/eat.22927,International Journal of Eating Disorders,idconv HTTP 400
10.1177/1043986218810599,Journal of Contemporary Criminal Justice,idconv HTTP 400
10.1038/s41567-018-0076-1,Nature Physics,idconv HTTP 400
10.1016/j.socscimed.2018.11.015,Social Science & Medicine,idconv HTTP 400
10.1080/07418820701864599,Justice Quarterly,idconv HTTP 400
10.1111/ssqu.12497,Social Science Quarterly,idconv HTTP 400
10.1016/j.addbeh.2017.12.019,Addictive Behaviors,idconv HTTP 400
10.1037/sgd0000264,Psychology of Sexual Orientation and Gender Diversity,idconv HTTP 400
10.1016/j.addbeh.2017.07.019,Addictive Behaviors,idconv HTTP 400
10.1016/j.econedurev.2018.04.002,Economics of Education Review,idconv HTTP 400
"10.1002/ajcp.12228
10.1002/ajcp.12228.",American Journal of Community Psychology,idconv HTTP 400
10.1016/j.avb.2018.01.006,Aggression and Violent Behavior,idconv HTTP 400
10.1016/j.alcr.2018.08.002,Advances in Life Course Research,idconv HTTP 400
10.1016/j.ssresearch.2018.12.007,Social Science Research,idconv HTTP 400
10.1177/0091552118762630,Community College Review,idconv HTTP 400
10.1111/j.1741-3737.2008.00565.x,Journal of Marriage and Family,idconv HTTP 400
"10.1111/add.13921
10.1111/add.13921.",Addiction,idconv HTTP 400
"10.1136/jech-2017-210259
10.1136/jech-2017-210259.",Journal of Epidemiology and Community Health,idconv HTTP 400
10.1080/10911359.2018.1449693,Journal of Human Behavior in the Social Environment,idconv HTTP 400
10.1177/2167696818785555,Emerging Adulthood,idconv HTTP 400
10.1016/j.jcrimjus.2017.12.001,Journal of Criminal Justice,idconv HTTP 400
10.2105/AJPH.2008.137018,American Journal of Public Health,idconv HTTP 400
10.1017/thg.2018.7,Twin Research and Human Genetics,idconv HTTP 400
10.1177/0049124118769100,Sociological Methods & Research,idconv HTTP 400
10.1016/j.childyouth.2018.07.024,Children and Youth Services Review,idconv HTTP 400
10.1111/famp.12403,Family Process,idconv HTTP 400
10.1093/jssam/smx018,Journal of Survey Statistics and Methodology,idconv HTTP 400
10.1017/S095457941800024X,Development and Psychopathology,idconv HTTP 400
10.1093/socpro/spx044,Social Problems,idconv HTTP 400
10.1089/jwh.2017.6755,Journal of Women's Health,idconv HTTP 400
10.1080/15564886.2016.1268985,Victims and Offenders,idconv HTTP 400
10.1080/00224499.2016.1254143,Journal of Sex Research,idconv HTTP 400
10.1017/S0954579418000585,Development and Psychopathology,idconv HTTP 400
10.1002/smi.2755,Stress and Health,idconv HTTP 400
10.1080/10926771.2018.1522407,"Journal of Aggression, Maltreatment and Trauma",idconv HTTP 400
10.1007/s40615-017-0383-8,Journal of Racial and Ethnic Health Disparities,idconv HTTP 400
10.1016/j.jadohealth.2017.09.007,Journal of Adolescent Health,idconv HTTP 400
10.1016/j.jcrimjus.2018.02.005,Journal of Criminal Justice,idconv HTTP 400
10.1177/0306624x16639970,International Journal of Offender Therapy and Comparative Criminology,idconv HTTP 400
10.1177/0093854818777556,Criminal Justice and Behavior,idconv HTTP 400
10.1093/sf/sox073,Social Forces,idconv HTTP 400
10.1177/0003122418785368,American Sociological Review,idconv HTTP 400
"10.1017/s0954579417000542
10.1017/S0954579417000542.",Development and Psychopathology,idconv HTTP 400
10.1177/2156869318761781,Society and Mental Health,idconv HTTP 400
10.1177/0886260518816324,Journal of Interpersonal Violence,idconv HTTP 400
10.1093/geronb/gby108,The Journals of Gerontology: Series B,idconv HTTP 400
10.4135/9781526431073,SAGE Research Methods Cases Part 2,idconv HTTP 400
10.1016/j.socscimed.2018.11.036,Social Science & Medicine,idconv HTTP 400
10.1016/j.labeco.2018.11.004,Labour Economics,idconv HTTP 400
10.1177/1043986218817009,Journal of Contemporary Criminal Justice,idconv HTTP 400
10.1016/j.chiabu.2018.12.022,Child Abuse & Neglect,idconv HTTP 400
10.1177/1043986218810612,Journal of Contemporary Criminal Justice,idconv HTTP 400
10.1037/hea0000659,Health psychology,idconv HTTP 400
10.3386/w8810,National Bureau of Economic Research Working Paper Series,idconv HTTP 400
10.3386/w11316,National Bureau of Economic Research Working Paper Series,idconv HTTP 400
10.3386/w11238,National Bureau of Economic Research Working Paper Series,idconv HTTP 400
10.3386/w12171,National Bureau of Economic Research Working Paper Series,idconv HTTP 400
10.3386/w12019,National Bureau of Economic Research Working Paper Series,idconv HTTP 400
10.1038/oby.2007.279,Obesity,idconv HTTP 400
10.1038/oby.2007.560,Obesity,idconv HTTP 400
10.2215/cjn.00540107,Clinical Journal of the American Society of Nephrology,idconv HTTP 400
10.1016/j.adolescence.2006.03.004,Journal of Adolescence,idconv HTTP 400
10.1007/s11136-007-9198-0,Quality of Life Research,idconv HTTP 400
10.1177/019027250707000409,Social Psychology Quarterly,idconv HTTP 400
10.1016/j.ssresearch.2006.12.001,Social Science Research,idconv HTTP 400
10.1016/j.drugalcdep.2006.08.001,Drug and Alcohol Dependence,idconv HTTP 400
10.1016/j.jadohealth.2007.02.012,Journal of Adolescent Health,idconv HTTP 400
10.1363/3913407,Perspectives on Sexual and Reproductive Health,idconv HTTP 400
10.1111/j.1360-0443.2007.01847.x,Addiction,idconv HTTP 400
10.1007/s10903-006-9020-z,Journal of Immigrant and Minority Health,idconv HTTP 400
10.1016/j.addbeh.2006.11.016,Addictive Behaviors,idconv HTTP 400
10.1093/sf/86.2.587,Social Forces,idconv HTTP 400
10.1111/j.1467-8624.2007.01035.x,Child Development,idconv HTTP 400
10.1177/0192513X06296307,Journal of Family Issues,idconv HTTP 400
10.1177/000312240707200302,American Sociological Review,idconv HTTP 400
10.1007/s11121-006-0046-1,Prevention Science,idconv HTTP 400
10.1007/s10508-006-9084-9,Archives of Sexual Behavior,idconv HTTP 400
10.2105/AJPH.2005.075747,American Journal of Public Health,idconv HTTP 400
10.1363/3923107,Perspectives on Sexual and Reproductive Health,idconv HTTP 400
10.1017/S0033291707001584,Psychological Medicine,idconv HTTP 400
10.2307/2673138,Sociology of Education,idconv HTTP 400
10.1363/3902907,Perspectives on Sexual and Reproductive Health,idconv HTTP 400
10.1038/sj.ejhg.5201763,European Journal of Human Genetics,idconv HTTP 400
10.1007/s00439-006-0244-8,Human Genetics,idconv HTTP 400
10.1038/oby.2007.331,Obesity,idconv HTTP 400
10.1016/j.physa.2007.01.002,Physica A: Statistical Mechanics and Its Applications,idconv HTTP 400
10.1111/j.1532-7795.2007.00546.x,Journal of Research on Adolescence,idconv HTTP 400
10.1093/jpepsy/jsm051,Journal of Pediatric Psychology,idconv HTTP 400
10.1111/j.1741-3737.2007.00402.x,Journal of Marriage and Family,idconv HTTP 400
10.1111/j.1540-6237.2008.00527.x,Social Science Quarterly,idconv HTTP 400
10.3386/w13474,National Bureau of Economic Research Working Paper Series,idconv HTTP 400
10.1111/1467-8624.00239,Child Development,idconv HTTP 400
10.1177/1079063208325204,Sexual Abuse,idconv HTTP 400
10.1353/sof.2007.0048,Social Forces,idconv HTTP 400
10.1016/j.ssresearch.2007.01.008,Social Science Research,idconv HTTP 400
10.1111/j.1741-3737.2007.00398.x,Journal of Marriage and Family,idconv HTTP 400
10.2105/AJPH.2005.074062,American Journal of Public Health,idconv HTTP 400
10.4278/0890-1171-22.1.25,American Journal of Health Promotion,idconv HTTP 400
10.1080/10508610701402259,International Journal for the Psychology of Religion,idconv HTTP 400
10.1111/j.1741-3737.2008.00492.x,Journal of Marriage and Family,idconv HTTP 400
10.1363/3905607,Perspectives on Sexual and Reproductive Health,idconv HTTP 400
10.1111/j.1747-7379.2007.00071.x,International Migration Review,idconv HTTP 400
10.1016/j.jhealeco.2007.10.010,Journal of Health Economics,idconv HTTP 400
10.1002/hec.1319,Health Economics,idconv HTTP 400
"10.1037/0012-1649.44.2.468
10.1037/0012-1649.44.2.468.",Developmental Psychology,idconv HTTP 400
10.1177/0022427807313704,Journal of Research in Crime and Delinquency,idconv HTTP 400
10.1016/j.ssresearch.2007.08.001,Social Science Research,idconv HTTP 400
10.1007/s10896-008-9152-0,Journal of Family Violence,idconv HTTP 400
10.1080/01443410701861308,Educational Psychology,idconv HTTP 400
10.1177/0192513X07307843,Journal of Family Issues,idconv HTTP 400
10.1016/j.vaccine.2007.11.088,Vaccine,idconv HTTP 400
10.1542/peds.2007-2515,Pediatrics,idconv HTTP 400
10.1080/15564880802338500,Victims and Offenders,idconv HTTP 400
10.1111/j.1467-8624.2007.01116.x,Child Development,idconv HTTP 400
10.1353/sof.0.0004,Social Forces,idconv HTTP 400
10.1111/j.1746-1561.2008.00307.x,Journal of School Health,idconv HTTP 400
10.1177/0306624x07308665,International Journal of Offender Therapy and Comparative Criminology,idconv HTTP 400
10.2307/3088877,American Sociological Review,idconv HTTP 400
10.1007/s10964-008-9281-z,Journal of Youth and Adolescence,idconv HTTP 400
"10.1037/0022-006x.76.2.173
10.1037/0022-006X.76.2.173.",Journal of Consulting and Clinical Psychology,idconv HTTP 400
"10.1037/0278-6133.27.6.811
10.1037/0278-6133.27.6.811.",Health Psychology,idconv HTTP 400
10.1016/j.jhealeco.2008.04.005,Journal of Health Economics,idconv HTTP 400
"10.1017/s0954579408000308
10.1017/S0954579408000308.",Development and Psychopathology,idconv HTTP 400
10.1002/sim.3130,Statistics in Medicine,idconv HTTP 400
10.1111/j.1540-6237.2008.00587.x,Social Science Quarterly,idconv HTTP 400
10.1111/j.1741-3737.2008.00515.x,Journal of Marriage and Family,idconv HTTP 400
10.1016/j.ssresearch.2007.09.003,Social Science Research,idconv HTTP 400
10.1177/0192513X07311232,Journal of Family Issues,idconv HTTP 400
10.1111/j.1741-3737.2008.00566.x,Journal of Marriage and Family,idconv HTTP 400
10.2105/AJPH.2007.120451,American Journal of Public Health,idconv HTTP 400
10.1016/j.ssresearch.2007.06.002,Social Science Research,idconv HTTP 400
10.1177/0192513x08322776,Journal of Family Issues,idconv HTTP 400
10.3386/w14279,National Bureau of Economic Research Working Paper Series,idconv HTTP 400
10.1002/cbm.678,Criminal Behaviour and Mental Health,idconv HTTP 400
10.1198/016214507000000446,Journal of the American Statistical Association,idconv HTTP 400
10.2174/1874473710801010042,Current Drug Abuse Reviews,idconv HTTP 400
10.1525/sop.2008.51.1.29,Sociological Perspectives,idconv HTTP 400
10.1007/s10802-007-9161-0,Journal of Abnormal Child Psychology,idconv HTTP 400
10.1007/s10964-007-9249-4,Journal of Youth and Adolescence,idconv HTTP 400
10.1007/s11113-008-9090-9,Population Research and Policy Review,idconv HTTP 400
10.1007/s10964-007-9228-9,Journal of Youth and Adolescence,idconv HTTP 400
10.1007/s10519-008-9202-7,Behavior Genetics,idconv HTTP 400
10.1016/j.jadohealth.2007.08.021,Journal of Adolescent Health,idconv HTTP 400
10.1177/000312240807300402,American Sociological Review,idconv HTTP 400
10.1038/sj.ejhg.5201999,European Journal of Human Genetics,idconv HTTP 400
10.1177/0049124108324526,Sociological Methods and Research,idconv HTTP 400
10.1093/poq/nfn016,Public Opinion Quarterly,idconv HTTP 400
10.1111/j.1533-8525.2007.00108.x,Sociological Quarterly,idconv HTTP 400
10.1111/j.1745-9125.2008.00112.x,Criminology,idconv HTTP 400
10.1038/oby.2007.65,Obesity,idconv HTTP 400
10.1086/587153,American Journal of Sociology,idconv HTTP 400
10.1017/S0022381608080638,Journal of Politics,idconv HTTP 400
10.1016/j.jhealeco.2008.07.001,Journal of Health Economics,idconv HTTP 400
10.1017/S0003055408080209,American Political Science Review,idconv HTTP 400
10.1016/j.jadohealth.2008.06.010,Journal of Adolescent Health,idconv HTTP 400
10.1038/oby.2008.48,Obesity,idconv HTTP 400
10.1007/s10964-007-9268-1,Journal of Youth and Adolescence,idconv HTTP 400
10.1016/j.jpeds.2008.06.002,Journal of Pediatrics,idconv HTTP 400
10.1002/hec.1383,Health Economics,idconv HTTP 400
10.1007/s10964-007-9203-5,Journal of Youth and Adolescence,idconv HTTP 400
10.1007/s10964-007-9181-7,Journal of Youth and Adolescence,idconv HTTP 400
10.1111/j.1360-0443.2007.02052.x,Addiction,idconv HTTP 400
10.1007/s10964-007-9256-5,Journal of Youth and Adolescence,idconv HTTP 400
10.1177/0192513X08322930,Journal of Family Issues,idconv HTTP 400
10.1177/002204260803800110,Journal of Drug Issues,idconv HTTP 400
10.1080/14622200701704913,Nicotine and Tobacco Research,idconv HTTP 400
10.1037/0278-6133.27.3(Suppl.).S207,Health Psychology,idconv HTTP 400
10.1016/j.cgh.2007.12.019,Clinical Gastroenterology and Hepatology,idconv HTTP 400
10.1086/592203,American Journal of Sociology,idconv HTTP 400
10.1363/4021208,Perspectives on Sexual and Reproductive Health,idconv HTTP 400
10.1111/j.1741-3737.2008.00532.x,Journal of Marriage and Family,idconv HTTP 400
10.1525/sp.2008.55.2.238,Social Problems,idconv HTTP 400
10.1007/s10964-007-9223-1,Journal of Youth and Adolescence,idconv HTTP 400
10.1353/sof.0.0128,Social Forces,idconv HTTP 400
10.1016/j.jadohealth.2008.02.012,Journal of Adolescent Health,idconv HTTP 400
10.1353/sof.0.0104,Social Forces,idconv HTTP 400
10.2105/AJPH.91.10.1679,American Journal of Public Health,idconv HTTP 400
10.1080/14622200802238985,Nicotine and Tobacco Research,idconv HTTP 400
10.1016/j.jcrimjus.2008.09.001,Journal of Criminal Justice,idconv HTTP 400
10.1007/s10519-008-9228-x,Behavior Genetics,idconv HTTP 400
10.1016/j.jadohealth.2007.07.003,Journal of Adolescent Health,idconv HTTP 400
10.1080/02732170802206153,Sociological Spectrum,idconv HTTP 400
10.1016/j.annepidem.2008.03.002,Annals of Epidemiology,idconv HTTP 400
10.1097/OLQ.0b013e3181659236,Sexually Transmitted Diseases,idconv HTTP 400
10.1353/sof.0.0068,Social Forces,idconv HTTP 400
10.1007/s10964-008-9303-x,Journal of Youth and Adolescence,idconv HTTP 400
10.1363/4015208,Perspectives on Sexual and Reproductive Health,idconv HTTP 400
10.1111/j.1745-9125.2008.00127.x,Criminology,idconv HTTP 400
10.1177/002204260803800305,Journal of Drug Issues,idconv HTTP 400
10.1037/a0014268,Psychological Methods,idconv HTTP 400
10.1097/OLQ.0b013e31816b3219,Sexually Transmitted Diseases,idconv HTTP 400
10.1016/j.jhealeco.2008.05.008,Journal of Health Economics,idconv HTTP 400
"10.1363/4001708
10.1363/4001708.",Perspectives on sexual and reproductive health,idconv HTTP 400
10.1007/s10964-007-9231-1,Journal of Youth and Adolescence,idconv HTTP 400
10.1016/j.socscimed.2008.01.009,Social Science and Medicine,idconv HTTP 400
10.1016/j.jadohealth.2007.08.029,Journal of Adolescent Health,idconv HTTP 400
10.1016/j.ehb.2008.06.005,Economics and Human Biology,idconv HTTP 400
10.1007/s11121-008-0105-x,Prevention Science,idconv HTTP 400
10.1370/afm.887,Annals of Family Medicine,idconv HTTP 400
10.1177/0192513X07311951,Journal of Family Issues,idconv HTTP 400
10.2105/AJPH.2006.097980,American Journal of Public Health,idconv HTTP 400
10.1111/j.1741-3737.2008.00530.x,Journal of Marriage and Family,idconv HTTP 400
10.1016/j.ssresearch.2007.09.006,Social Science Research,idconv HTTP 400
10.1080/02732170802206047,Sociological Spectrum,idconv HTTP 400
10.1111/j.1741-3737.2008.00517.x,Journal of Marriage and Family,idconv HTTP 400
10.1016/j.jhealeco.2008.05.003,Journal of Health Economics,idconv HTTP 400
10.1016/j.jcrimjus.2008.04.001,Journal of Criminal Justice,idconv HTTP 400
10.1016/j.ssresearch.2007.06.007,Social Science Research,idconv HTTP 400
10.1525/sop.2008.51.4.679,Sociological Perspectives,idconv HTTP 400
10.3386/w16026,National Bureau of Economic Research Working Paper Series,idconv HTTP 400
10.3386/w16172,National Bureau of Economic Research Working Paper Series,idconv HTTP 400
10.1177/0739986307310881,Hispanic Journal of Behavioral Sciences,idconv HTTP 400
10.3386/w17088,National Bureau of Economic Research Working Paper Series,idconv HTTP 400
